mem,RSS,elapsed,cpu.sys,.user,k,n_words,approach,execution
0,89012,0:09.19,1.60,7.59,1,1,by_document,1
0,88988,0:08.00,1.54,6.46,1,1,by_document,2
0,89068,0:09.09,1.59,7.49,1,1,by_document,3
0,89468,0:08.77,1.62,7.14,1,1,by_document,4
0,89056,0:10.93,1.88,9.03,1,1,by_document,5
0,88744,0:10.77,2.04,8.71,1,1,by_document,6
0,89368,0:10.57,1.94,8.58,1,1,by_document,7
0,88972,0:10.53,1.74,8.78,1,1,by_document,8
0,88992,0:09.93,1.85,8.06,1,1,by_document,9
0,89044,0:10.00,1.84,8.14,1,1,by_document,10
0,88924,0:10.99,1.96,8.98,1,1,by_document,11
0,89024,0:09.40,1.83,7.56,1,1,by_document,12
0,88868,0:08.41,1.49,6.87,1,1,by_document,13
0,88828,0:08.58,1.61,6.84,1,1,by_document,14
0,88996,0:10.12,1.88,8.18,1,1,by_document,15
0,89296,0:09.73,1.92,7.79,1,1,by_document,16
0,89372,0:11.42,2.07,9.24,1,1,by_document,17
0,88768,0:09.93,1.84,8.06,1,1,by_document,18
0,89200,0:10.71,1.91,8.77,1,1,by_document,19
0,89076,0:08.94,1.59,7.34,1,1,by_document,20
0,89220,0:07.69,1.44,6.25,1,1,by_document,21
0,88952,0:07.69,1.52,6.16,1,1,by_document,22
0,89012,0:07.72,1.46,6.26,1,1,by_document,23
0,89200,0:07.71,1.54,6.16,1,1,by_document,24
0,89000,0:07.64,1.44,6.19,1,1,by_document,25
0,88916,0:07.67,1.40,6.26,1,1,by_document,26
0,88968,0:07.66,1.34,6.31,1,1,by_document,27
0,89092,0:07.71,1.54,6.16,1,1,by_document,28
0,89036,0:07.90,1.55,6.34,1,1,by_document,29
0,89008,0:07.86,1.55,6.30,1,1,by_document,30
0,89184,0:08.32,1.67,6.64,1,2,by_document,1
0,88776,0:09.42,1.81,7.60,1,2,by_document,2
0,89000,0:11.52,2.28,9.11,1,2,by_document,3
0,88976,0:10.89,1.97,8.83,1,2,by_document,4
0,89036,0:08.62,1.81,6.80,1,2,by_document,5
0,89088,0:08.35,1.69,6.65,1,2,by_document,6
0,89024,0:08.03,1.52,6.50,1,2,by_document,7
0,88856,0:08.07,1.49,6.56,1,2,by_document,8
0,89196,0:08.01,1.62,6.37,1,2,by_document,9
0,89096,0:08.72,1.69,7.01,1,2,by_document,10
0,89328,0:08.63,1.56,7.03,1,2,by_document,11
0,88952,0:10.66,2.21,8.35,1,2,by_document,12
0,88936,0:10.97,1.95,8.95,1,2,by_document,13
0,89268,0:10.04,1.96,8.06,1,2,by_document,14
0,88932,0:09.86,1.80,8.05,1,2,by_document,15
0,89196,0:10.29,1.86,8.39,1,2,by_document,16
0,88908,0:08.82,1.66,7.13,1,2,by_document,17
0,88852,0:09.55,1.74,7.78,1,2,by_document,18
0,89004,0:08.72,1.70,7.02,1,2,by_document,19
0,89124,0:08.15,1.54,6.58,1,2,by_document,20
0,88992,0:08.17,1.54,6.62,1,2,by_document,21
0,89348,0:07.99,1.53,6.46,1,2,by_document,22
0,88856,0:07.95,1.58,6.35,1,2,by_document,23
0,88992,0:08.36,1.61,6.74,1,2,by_document,24
0,88828,0:07.89,1.42,6.46,1,2,by_document,25
0,88968,0:08.41,1.72,6.68,1,2,by_document,26
0,89076,0:08.39,1.60,6.77,1,2,by_document,27
0,88908,0:09.15,1.71,7.41,1,2,by_document,28
0,89308,0:08.23,1.46,6.77,1,2,by_document,29
0,88828,0:07.72,1.48,6.24,1,2,by_document,30
0,88824,0:08.75,1.63,7.11,1,3,by_document,1
0,89340,0:08.09,1.45,6.63,1,3,by_document,2
0,89412,0:10.19,1.97,8.05,1,3,by_document,3
0,88932,0:09.99,1.80,8.13,1,3,by_document,4
0,89016,0:08.76,1.59,7.14,1,3,by_document,5
0,89136,0:09.89,1.83,8.04,1,3,by_document,6
0,89120,0:09.81,1.86,7.90,1,3,by_document,7
0,88960,0:08.44,1.76,6.67,1,3,by_document,8
0,89012,0:07.89,1.46,6.43,1,3,by_document,9
0,88968,0:08.06,1.47,6.58,1,3,by_document,10
0,89084,0:10.90,1.92,8.85,1,3,by_document,11
0,89356,0:09.58,1.79,7.76,1,3,by_document,12
0,89524,0:10.28,1.82,8.44,1,3,by_document,13
0,89484,0:10.32,1.94,8.32,1,3,by_document,14
0,89308,0:09.23,1.52,7.70,1,3,by_document,15
0,89280,0:08.07,1.54,6.51,1,3,by_document,16
0,88748,0:07.83,1.52,6.31,1,3,by_document,17
0,89332,0:09.59,1.92,7.61,1,3,by_document,18
0,88984,0:09.94,1.92,8.01,1,3,by_document,19
0,88944,0:09.47,1.74,7.67,1,3,by_document,20
0,88920,0:09.14,1.70,7.42,1,3,by_document,21
0,88836,0:07.99,1.68,6.30,1,3,by_document,22
0,89100,0:07.84,1.56,6.26,1,3,by_document,23
0,89292,0:08.01,1.39,6.62,1,3,by_document,24
0,89324,0:08.15,1.63,6.52,1,3,by_document,25
0,89300,0:08.36,1.57,6.76,1,3,by_document,26
0,88948,0:08.85,1.46,7.37,1,3,by_document,27
0,89064,0:08.18,1.52,6.62,1,3,by_document,28
0,89468,0:07.73,1.49,6.23,1,3,by_document,29
0,89400,0:07.69,1.47,6.18,1,3,by_document,30
0,89352,0:07.67,1.48,6.17,1,4,by_document,1
0,89140,0:08.88,1.79,7.06,1,4,by_document,2
0,88852,0:09.70,1.92,7.77,1,4,by_document,3
0,89088,0:08.61,1.52,7.09,1,4,by_document,4
0,88996,0:08.00,1.52,6.47,1,4,by_document,5
0,88972,0:08.06,1.67,6.38,1,4,by_document,6
0,88912,0:08.69,1.62,7.04,1,4,by_document,7
0,89296,0:09.31,1.88,7.34,1,4,by_document,8
0,89348,0:08.13,1.55,6.58,1,4,by_document,9
0,89012,0:08.83,1.66,7.11,1,4,by_document,10
0,89508,0:07.91,1.55,6.35,1,4,by_document,11
0,88812,0:07.88,1.57,6.30,1,4,by_document,12
0,88940,0:07.98,1.50,6.46,1,4,by_document,13
0,88924,0:07.81,1.51,6.29,1,4,by_document,14
0,88940,0:07.80,1.53,6.26,1,4,by_document,15
0,88964,0:07.75,1.57,6.17,1,4,by_document,16
0,89292,0:07.79,1.36,6.42,1,4,by_document,17
0,88976,0:08.05,1.71,6.33,1,4,by_document,18
0,88904,0:09.83,1.94,7.87,1,4,by_document,19
0,88920,0:09.68,1.88,7.78,1,4,by_document,20
0,88924,0:09.90,1.86,8.02,1,4,by_document,21
0,88808,0:08.73,1.52,7.17,1,4,by_document,22
0,88900,0:07.83,1.49,6.33,1,4,by_document,23
0,89472,0:07.76,1.40,6.35,1,4,by_document,24
0,89492,0:07.93,1.53,6.38,1,4,by_document,25
0,89016,0:07.76,1.57,6.18,1,4,by_document,26
0,89028,0:07.77,1.44,6.30,1,4,by_document,27
0,88948,0:07.85,1.42,6.43,1,4,by_document,28
0,89372,0:07.72,1.59,6.12,1,4,by_document,29
0,89032,0:07.75,1.62,6.12,1,4,by_document,30
0,88988,0:07.72,1.47,6.24,1,5,by_document,1
0,89064,0:07.98,1.55,6.41,1,5,by_document,2
0,88844,0:07.89,1.50,6.38,1,5,by_document,3
0,89024,0:08.10,1.66,6.43,1,5,by_document,4
0,88980,0:07.93,1.62,6.29,1,5,by_document,5
0,89044,0:07.92,1.60,6.32,1,5,by_document,6
0,88996,0:07.93,1.48,6.44,1,5,by_document,7
0,88876,0:08.09,1.54,6.54,1,5,by_document,8
0,88936,0:07.84,1.45,6.38,1,5,by_document,9
0,89448,0:08.78,1.75,7.00,1,5,by_document,10
0,89144,0:09.83,1.87,7.95,1,5,by_document,11
0,89136,0:10.10,1.94,8.15,1,5,by_document,12
0,88884,0:09.69,1.85,7.81,1,5,by_document,13
0,89364,0:09.25,2.01,7.23,1,5,by_document,14
0,88956,0:09.13,1.60,7.51,1,5,by_document,15
0,89040,0:08.29,1.56,6.71,1,5,by_document,16
0,88972,0:08.21,1.67,6.53,1,5,by_document,17
0,89048,0:08.09,1.61,6.47,1,5,by_document,18
0,88992,0:08.10,1.52,6.56,1,5,by_document,19
0,89104,0:08.19,1.51,6.66,1,5,by_document,20
0,89320,0:08.81,1.65,7.13,1,5,by_document,21
0,89016,0:08.64,1.59,7.04,1,5,by_document,22
0,89296,0:10.73,1.74,8.64,1,5,by_document,23
0,89200,0:08.25,1.57,6.66,1,5,by_document,24
0,88936,0:08.61,1.66,6.94,1,5,by_document,25
0,89016,0:08.00,1.64,6.36,1,5,by_document,26
0,88952,0:08.67,1.64,7.00,1,5,by_document,27
0,89320,0:11.25,2.18,9.01,1,5,by_document,28
0,89028,0:10.10,1.86,8.23,1,5,by_document,29
0,89340,0:09.74,1.82,7.87,1,5,by_document,30
0,88952,0:11.22,2.14,9.04,1,6,by_document,1
0,89104,0:08.84,1.63,7.20,1,6,by_document,2
0,89324,0:09.37,1.75,7.61,1,6,by_document,3
0,88884,0:08.81,1.81,6.99,1,6,by_document,4
0,88900,0:09.75,1.75,7.98,1,6,by_document,5
0,88836,0:09.64,2.00,7.61,1,6,by_document,6
0,89176,0:07.91,1.57,6.33,1,6,by_document,7
0,89364,0:07.97,1.49,6.46,1,6,by_document,8
0,88984,0:07.91,1.52,6.39,1,6,by_document,9
0,88844,0:08.90,1.88,7.00,1,6,by_document,10
0,89280,0:09.05,1.70,7.34,1,6,by_document,11
0,88944,0:08.06,1.52,6.53,1,6,by_document,12
0,89036,0:08.02,1.49,6.52,1,6,by_document,13
0,88976,0:08.05,1.55,6.48,1,6,by_document,14
0,88772,0:08.20,1.59,6.59,1,6,by_document,15
0,88944,0:08.23,1.68,6.54,1,6,by_document,16
0,88944,0:08.26,1.66,6.57,1,6,by_document,17
0,89288,0:08.38,1.50,6.87,1,6,by_document,18
0,88800,0:08.01,1.56,6.44,1,6,by_document,19
0,88852,0:08.39,1.53,6.82,1,6,by_document,20
0,88964,0:08.64,1.56,7.05,1,6,by_document,21
0,89000,0:08.17,1.56,6.60,1,6,by_document,22
0,89120,0:07.73,1.42,6.29,1,6,by_document,23
0,89232,0:07.67,1.44,6.22,1,6,by_document,24
0,89040,0:08.05,1.62,6.43,1,6,by_document,25
0,88936,0:08.36,1.65,6.70,1,6,by_document,26
0,89388,0:07.94,1.45,6.49,1,6,by_document,27
0,88888,0:08.12,1.62,6.49,1,6,by_document,28
0,88932,0:08.35,1.67,6.68,1,6,by_document,29
0,89368,0:08.24,1.59,6.65,1,6,by_document,30
0,89004,0:08.00,1.46,6.53,1,7,by_document,1
0,89020,0:08.46,1.81,6.64,1,7,by_document,2
0,88956,0:09.54,1.74,7.77,1,7,by_document,3
0,89036,0:08.37,1.57,6.79,1,7,by_document,4
0,89320,0:08.99,1.70,7.20,1,7,by_document,5
0,89064,0:08.58,1.61,6.95,1,7,by_document,6
0,89028,0:09.00,1.81,7.18,1,7,by_document,7
0,89476,0:08.51,1.51,6.99,1,7,by_document,8
0,88864,0:07.95,1.65,6.29,1,7,by_document,9
0,89144,0:07.97,1.55,6.41,1,7,by_document,10
0,89300,0:08.09,1.56,6.51,1,7,by_document,11
0,89000,0:08.28,1.51,6.74,1,7,by_document,12
0,89400,0:08.17,1.58,6.57,1,7,by_document,13
0,88900,0:08.10,1.55,6.54,1,7,by_document,14
0,89400,0:09.11,1.76,7.34,1,7,by_document,15
0,88824,0:08.88,1.60,7.27,1,7,by_document,16
0,89028,0:08.76,1.76,7.00,1,7,by_document,17
0,89140,0:08.44,1.57,6.86,1,7,by_document,18
0,89348,0:08.24,1.62,6.61,1,7,by_document,19
0,89448,0:07.92,1.42,6.50,1,7,by_document,20
0,89464,0:08.16,1.49,6.66,1,7,by_document,21
0,89356,0:08.50,1.69,6.79,1,7,by_document,22
0,88736,0:08.79,1.69,7.08,1,7,by_document,23
0,88812,0:07.94,1.57,6.36,1,7,by_document,24
0,88964,0:07.97,1.37,6.58,1,7,by_document,25
0,89428,0:08.23,1.49,6.72,1,7,by_document,26
0,88940,0:08.28,1.49,6.78,1,7,by_document,27
0,89288,0:07.90,1.61,6.28,1,7,by_document,28
0,89040,0:07.98,1.61,6.36,1,7,by_document,29
0,89128,0:08.32,1.56,6.75,1,7,by_document,30
0,88840,0:09.01,1.67,7.31,1,8,by_document,1
0,89368,0:07.86,1.49,6.36,1,8,by_document,2
0,88816,0:07.80,1.55,6.25,1,8,by_document,3
0,89380,0:07.76,1.54,6.22,1,8,by_document,4
0,88844,0:08.98,1.66,7.29,1,8,by_document,5
0,88932,0:09.30,1.76,7.53,1,8,by_document,6
0,89024,0:07.98,1.64,6.33,1,8,by_document,7
0,89048,0:08.28,1.67,6.60,1,8,by_document,8
0,89164,0:07.98,1.59,6.38,1,8,by_document,9
0,89304,0:07.86,1.47,6.38,1,8,by_document,10
0,88952,0:08.13,1.52,6.59,1,8,by_document,11
0,88872,0:07.94,1.44,6.49,1,8,by_document,12
0,88856,0:07.89,1.47,6.40,1,8,by_document,13
0,88936,0:07.96,1.61,6.34,1,8,by_document,14
0,89032,0:07.83,1.48,6.35,1,8,by_document,15
0,88908,0:07.89,1.62,6.26,1,8,by_document,16
0,88956,0:08.10,1.56,6.53,1,8,by_document,17
0,89020,0:08.19,1.58,6.58,1,8,by_document,18
0,88944,0:07.91,1.55,6.32,1,8,by_document,19
0,89124,0:07.89,1.55,6.32,1,8,by_document,20
0,89388,0:07.83,1.44,6.38,1,8,by_document,21
0,88972,0:08.73,1.68,7.04,1,8,by_document,22
0,89036,0:08.00,1.66,6.32,1,8,by_document,23
0,89460,0:07.73,1.54,6.18,1,8,by_document,24
0,88884,0:08.25,1.62,6.62,1,8,by_document,25
0,89032,0:07.75,1.41,6.30,1,8,by_document,26
0,88864,0:09.04,1.87,7.16,1,8,by_document,27
0,89280,0:08.39,1.47,6.91,1,8,by_document,28
0,89304,0:08.02,1.55,6.46,1,8,by_document,29
0,89088,0:07.75,1.46,6.28,1,8,by_document,30
0,88960,0:09.15,1.83,7.28,1,9,by_document,1
0,89016,0:08.55,1.69,6.85,1,9,by_document,2
0,89004,0:07.99,1.48,6.50,1,9,by_document,3
0,88824,0:08.03,1.49,6.52,1,9,by_document,4
0,89080,0:08.22,1.56,6.65,1,9,by_document,5
0,89040,0:08.02,1.48,6.53,1,9,by_document,6
0,88940,0:07.98,1.53,6.44,1,9,by_document,7
0,88920,0:08.17,1.58,6.58,1,9,by_document,8
0,89028,0:07.97,1.68,6.28,1,9,by_document,9
0,89136,0:07.83,1.44,6.38,1,9,by_document,10
0,89068,0:07.93,1.43,6.50,1,9,by_document,11
0,89380,0:08.02,1.59,6.42,1,9,by_document,12
0,88968,0:08.00,1.59,6.40,1,9,by_document,13
0,88860,0:08.15,1.62,6.51,1,9,by_document,14
0,89460,0:08.44,1.56,6.84,1,9,by_document,15
0,88908,0:08.69,1.59,7.06,1,9,by_document,16
0,88888,0:11.16,2.30,8.72,1,9,by_document,17
0,89164,0:08.53,1.46,7.04,1,9,by_document,18
0,89036,0:08.39,1.58,6.79,1,9,by_document,19
0,89184,0:08.89,1.75,7.13,1,9,by_document,20
0,89372,0:09.29,1.70,7.57,1,9,by_document,21
0,89312,0:08.04,1.53,6.51,1,9,by_document,22
0,88928,0:08.07,1.55,6.51,1,9,by_document,23
0,89416,0:08.72,1.65,7.05,1,9,by_document,24
0,89364,0:08.04,1.54,6.49,1,9,by_document,25
0,89000,0:08.62,1.73,6.88,1,9,by_document,26
0,88956,0:10.05,1.90,8.12,1,9,by_document,27
0,89272,0:10.44,1.86,8.52,1,9,by_document,28
0,88888,0:10.51,1.99,8.44,1,9,by_document,29
0,89088,0:10.80,1.78,8.99,1,9,by_document,30
0,89096,0:09.88,1.87,7.99,1,10,by_document,1
0,88868,0:09.86,1.83,8.02,1,10,by_document,2
0,89036,0:09.76,1.86,7.88,1,10,by_document,3
0,88980,0:09.86,1.87,7.95,1,10,by_document,4
0,89116,0:09.61,1.92,7.68,1,10,by_document,5
0,89024,0:09.82,1.78,8.03,1,10,by_document,6
0,89212,0:10.00,1.86,8.13,1,10,by_document,7
0,89028,0:09.92,1.86,8.05,1,10,by_document,8
0,89360,0:09.89,1.90,7.98,1,10,by_document,9
0,89180,0:09.84,1.72,8.10,1,10,by_document,10
0,89028,0:10.90,1.90,8.99,1,10,by_document,11
0,89044,0:08.45,1.50,6.92,1,10,by_document,12
0,88996,0:07.84,1.41,6.41,1,10,by_document,13
0,89044,0:09.83,1.95,7.85,1,10,by_document,14
0,89312,0:10.10,1.94,8.09,1,10,by_document,15
0,88872,0:09.94,1.77,8.12,1,10,by_document,16
0,89024,0:10.15,1.90,8.24,1,10,by_document,17
0,89016,0:09.96,1.76,8.19,1,10,by_document,18
0,88960,0:10.08,1.99,8.07,1,10,by_document,19
0,89204,0:09.71,1.82,7.89,1,10,by_document,20
0,88868,0:09.78,1.90,7.86,1,10,by_document,21
0,88940,0:09.67,1.77,7.88,1,10,by_document,22
0,88772,0:09.70,1.77,7.93,1,10,by_document,23
0,88868,0:09.72,1.79,7.92,1,10,by_document,24
0,89088,0:09.75,1.72,8.02,1,10,by_document,25
0,89216,0:09.66,1.74,7.91,1,10,by_document,26
0,89464,0:09.38,1.75,7.62,1,10,by_document,27
0,88900,0:09.50,1.77,7.72,1,10,by_document,28
0,89192,0:09.59,1.93,7.63,1,10,by_document,29
0,89452,0:09.86,1.80,8.04,1,10,by_document,30
0,88844,0:09.69,1.89,7.78,1,11,by_document,1
0,89032,0:09.69,1.64,8.04,1,11,by_document,2
0,89196,0:09.78,1.89,7.87,1,11,by_document,3
0,89000,0:09.95,1.90,8.04,1,11,by_document,4
0,89024,0:09.83,1.88,7.94,1,11,by_document,5
0,88796,0:09.62,1.87,7.74,1,11,by_document,6
0,88876,0:09.70,1.86,7.83,1,11,by_document,7
0,88964,0:09.92,1.86,8.03,1,11,by_document,8
0,88836,0:09.92,1.82,8.08,1,11,by_document,9
0,89044,0:09.78,1.72,8.03,1,11,by_document,10
0,89032,0:09.86,1.98,7.87,1,11,by_document,11
0,88940,0:09.72,1.83,7.88,1,11,by_document,12
0,88940,0:09.74,1.85,7.88,1,11,by_document,13
0,89400,0:09.60,1.76,7.83,1,11,by_document,14
0,89328,0:09.69,1.80,7.88,1,11,by_document,15
0,89040,0:09.69,1.98,7.70,1,11,by_document,16
0,89184,0:09.83,1.91,7.91,1,11,by_document,17
0,88928,0:09.91,1.83,8.03,1,11,by_document,18
0,89168,0:09.73,1.85,7.87,1,11,by_document,19
0,88940,0:09.41,1.68,7.71,1,11,by_document,20
0,88916,0:09.68,1.82,7.83,1,11,by_document,21
0,89472,0:09.64,1.78,7.86,1,11,by_document,22
0,89024,0:09.84,1.75,8.08,1,11,by_document,23
0,89184,0:09.74,1.80,7.93,1,11,by_document,24
0,89184,0:09.72,1.85,7.86,1,11,by_document,25
0,89004,0:09.74,1.78,7.94,1,11,by_document,26
0,88964,0:09.69,1.76,7.92,1,11,by_document,27
0,89016,0:09.62,1.96,7.64,1,11,by_document,28
0,88888,0:09.66,1.89,7.75,1,11,by_document,29
0,89132,0:09.68,1.83,7.83,1,11,by_document,30
0,88860,0:09.92,1.79,8.09,1,12,by_document,1
0,89004,0:09.75,1.78,7.96,1,12,by_document,2
0,89012,0:09.70,1.87,7.82,1,12,by_document,3
0,89020,0:09.64,1.90,7.73,1,12,by_document,4
0,89040,0:09.76,1.82,7.93,1,12,by_document,5
0,89116,0:09.91,1.87,8.01,1,12,by_document,6
0,88988,0:09.77,1.89,7.85,1,12,by_document,7
0,89016,0:09.67,1.74,7.90,1,12,by_document,8
0,89104,0:09.58,1.82,7.74,1,12,by_document,9
0,89140,0:09.68,1.93,7.74,1,12,by_document,10
0,88988,0:09.72,1.85,7.85,1,12,by_document,11
0,89012,0:09.87,1.88,7.98,1,12,by_document,12
0,89492,0:09.33,1.83,7.50,1,12,by_document,13
0,88988,0:09.50,1.68,7.81,1,12,by_document,14
0,89420,0:09.55,1.90,7.63,1,12,by_document,15
0,88828,0:09.69,1.90,7.78,1,12,by_document,16
0,88960,0:09.79,1.78,8.00,1,12,by_document,17
0,89360,0:09.60,1.74,7.85,1,12,by_document,18
0,88952,0:09.73,1.76,7.96,1,12,by_document,19
0,89128,0:09.77,1.94,7.81,1,12,by_document,20
0,88956,0:09.75,1.94,7.80,1,12,by_document,21
0,89464,0:09.64,1.73,7.90,1,12,by_document,22
0,88740,0:09.73,1.78,7.94,1,12,by_document,23
0,88972,0:09.76,1.91,7.85,1,12,by_document,24
0,89476,0:09.82,1.82,7.97,1,12,by_document,25
0,88852,0:09.85,1.95,7.88,1,12,by_document,26
0,89208,0:09.73,1.79,7.93,1,12,by_document,27
0,89092,0:09.76,1.90,7.85,1,12,by_document,28
0,89172,0:09.56,1.76,7.79,1,12,by_document,29
0,88984,0:09.64,1.80,7.81,1,12,by_document,30
0,88972,0:09.63,1.88,7.72,1,13,by_document,1
0,88912,0:09.52,1.83,7.69,1,13,by_document,2
0,89088,0:09.73,1.81,7.90,1,13,by_document,3
0,89380,0:09.77,1.92,7.83,1,13,by_document,4
0,88940,0:09.65,1.86,7.79,1,13,by_document,5
0,88868,0:09.59,1.90,7.68,1,13,by_document,6
0,88868,0:09.56,1.66,7.86,1,13,by_document,7
0,89408,0:09.49,1.69,7.78,1,13,by_document,8
0,88972,0:09.60,1.90,7.69,1,13,by_document,9
0,89368,0:09.75,1.98,7.76,1,13,by_document,10
0,88936,0:09.65,1.83,7.80,1,13,by_document,11
0,88944,0:09.69,1.79,7.88,1,13,by_document,12
0,89360,0:09.59,1.82,7.76,1,13,by_document,13
0,88852,0:09.67,1.77,7.89,1,13,by_document,14
0,89376,0:09.63,1.87,7.75,1,13,by_document,15
0,89424,0:09.75,1.78,7.96,1,13,by_document,16
0,88996,0:09.72,1.74,7.97,1,13,by_document,17
0,89116,0:09.76,1.90,7.86,1,13,by_document,18
0,88916,0:09.86,1.76,8.09,1,13,by_document,19
0,89388,0:09.70,2.02,7.66,1,13,by_document,20
0,89032,0:09.65,1.86,7.77,1,13,by_document,21
0,89184,0:09.59,1.81,7.76,1,13,by_document,22
0,88840,0:09.67,1.86,7.80,1,13,by_document,23
0,88936,0:09.70,1.73,7.95,1,13,by_document,24
0,89328,0:09.58,1.87,7.68,1,13,by_document,25
0,88988,0:09.67,1.82,7.84,1,13,by_document,26
0,88916,0:09.73,1.88,7.81,1,13,by_document,27
0,89016,0:09.74,1.92,7.79,1,13,by_document,28
0,88976,0:09.68,1.78,7.89,1,13,by_document,29
0,89416,0:09.35,1.75,7.59,1,13,by_document,30
0,89128,0:09.47,1.92,7.54,1,14,by_document,1
0,89372,0:09.71,1.70,7.99,1,14,by_document,2
0,88928,0:09.66,1.86,7.77,1,14,by_document,3
0,88916,0:09.74,1.76,7.95,1,14,by_document,4
0,89172,0:09.71,1.77,7.94,1,14,by_document,5
0,89476,0:09.71,1.83,7.87,1,14,by_document,6
0,89396,0:09.67,1.78,7.88,1,14,by_document,7
0,88860,0:10.02,1.78,8.21,1,14,by_document,8
0,89032,0:09.63,1.82,7.78,1,14,by_document,9
0,89388,0:09.75,1.98,7.74,1,14,by_document,10
0,88820,0:09.73,1.74,7.98,1,14,by_document,11
0,89416,0:09.80,1.82,7.97,1,14,by_document,12
0,89064,0:09.67,1.84,7.83,1,14,by_document,13
0,89312,0:09.66,1.71,7.93,1,14,by_document,14
0,89208,0:09.61,1.78,7.82,1,14,by_document,15
0,88864,0:09.59,1.77,7.81,1,14,by_document,16
0,89484,0:09.66,1.69,7.96,1,14,by_document,17
0,89228,0:09.54,1.74,7.80,1,14,by_document,18
0,88936,0:09.65,1.83,7.80,1,14,by_document,19
0,89116,0:09.69,1.78,7.88,1,14,by_document,20
0,88840,0:09.71,1.78,7.92,1,14,by_document,21
0,89040,0:09.69,1.94,7.73,1,14,by_document,22
0,88736,0:09.29,1.78,7.50,1,14,by_document,23
0,89296,0:09.57,1.80,7.75,1,14,by_document,24
0,89388,0:09.60,2.00,7.59,1,14,by_document,25
0,89120,0:09.67,1.79,7.88,1,14,by_document,26
0,89188,0:09.73,1.68,8.04,1,14,by_document,27
0,88912,0:09.59,1.75,7.84,1,14,by_document,28
0,89368,0:09.73,1.80,7.92,1,14,by_document,29
0,88952,0:09.73,1.89,7.83,1,14,by_document,30
0,89496,0:09.67,1.84,7.82,1,15,by_document,1
0,88932,0:09.64,1.69,7.94,1,15,by_document,2
0,89324,0:09.70,1.81,7.87,1,15,by_document,3
0,88988,0:09.67,1.88,7.78,1,15,by_document,4
0,89020,0:09.70,1.73,7.95,1,15,by_document,5
0,89040,0:09.86,1.74,8.10,1,15,by_document,6
0,89452,0:09.69,1.86,7.81,1,15,by_document,7
0,88932,0:09.69,1.74,7.93,1,15,by_document,8
0,88892,0:09.82,1.79,8.01,1,15,by_document,9
0,89424,0:09.68,1.88,7.80,1,15,by_document,10
0,89388,0:09.72,1.79,7.92,1,15,by_document,11
0,88948,0:09.54,1.77,7.76,1,15,by_document,12
0,88908,0:09.69,1.82,7.86,1,15,by_document,13
0,88944,0:09.68,1.68,7.99,1,15,by_document,14
0,89496,0:09.67,1.88,7.78,1,15,by_document,15
0,89440,0:09.45,1.87,7.57,1,15,by_document,16
0,89000,0:09.46,1.85,7.60,1,15,by_document,17
0,88940,0:09.58,1.85,7.72,1,15,by_document,18
0,88860,0:09.70,1.80,7.88,1,15,by_document,19
0,88904,0:09.64,1.92,7.70,1,15,by_document,20
0,88816,0:09.65,1.88,7.75,1,15,by_document,21
0,89372,0:09.90,1.72,8.16,1,15,by_document,22
0,88948,0:09.79,1.90,7.86,1,15,by_document,23
0,88956,0:09.75,1.86,7.88,1,15,by_document,24
0,89108,0:09.62,1.70,7.90,1,15,by_document,25
0,89448,0:09.62,1.94,7.66,1,15,by_document,26
0,88936,0:09.69,1.85,7.83,1,15,by_document,27
0,89344,0:09.74,1.92,7.82,1,15,by_document,28
0,88996,0:09.79,1.75,8.03,1,15,by_document,29
0,88964,0:09.73,1.75,7.93,1,15,by_document,30
0,84272,0:01.48,0.05,1.42,1,1,by_term,1
0,83868,0:01.46,0.05,1.40,1,1,by_term,2
0,83980,0:01.47,0.06,1.40,1,1,by_term,3
0,84372,0:01.48,0.05,1.42,1,1,by_term,4
0,84432,0:01.45,0.03,1.41,1,1,by_term,5
0,84232,0:01.49,0.09,1.39,1,1,by_term,6
0,84320,0:01.45,0.05,1.39,1,1,by_term,7
0,84420,0:01.47,0.07,1.40,1,1,by_term,8
0,83972,0:01.43,0.05,1.38,1,1,by_term,9
0,84328,0:01.44,0.07,1.37,1,1,by_term,10
0,83800,0:01.47,0.09,1.37,1,1,by_term,11
0,84220,0:01.45,0.04,1.40,1,1,by_term,12
0,83936,0:01.54,0.06,1.46,1,1,by_term,13
0,83976,0:01.47,0.07,1.40,1,1,by_term,14
0,84232,0:01.42,0.04,1.37,1,1,by_term,15
0,83820,0:01.50,0.06,1.41,1,1,by_term,16
0,84044,0:01.49,0.04,1.42,1,1,by_term,17
0,83992,0:01.49,0.05,1.43,1,1,by_term,18
0,84212,0:01.47,0.06,1.40,1,1,by_term,19
0,84264,0:01.47,0.05,1.40,1,1,by_term,20
0,84044,0:01.44,0.05,1.38,1,1,by_term,21
0,83932,0:01.51,0.06,1.44,1,1,by_term,22
0,84312,0:01.47,0.04,1.43,1,1,by_term,23
0,84020,0:01.46,0.08,1.37,1,1,by_term,24
0,84416,0:01.47,0.06,1.40,1,1,by_term,25
0,83892,0:01.51,0.08,1.42,1,1,by_term,26
0,84028,0:01.64,0.04,1.59,1,1,by_term,27
0,84020,0:01.87,0.09,1.77,1,1,by_term,28
0,83968,0:01.66,0.06,1.56,1,1,by_term,29
0,83972,0:01.53,0.09,1.43,1,1,by_term,30
0,84340,0:01.43,0.06,1.37,1,2,by_term,1
